abs time (s),Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz,Fx,Fy,Fz,|Ft|,Ax,Ay,COM px,COM py,COM pz
,N,N,N,N,m,m,N s,N s,N s,N,N,N,N,m,m,N s,N s,N s
4.740000,-4.199451,3.570173,8.723973,10.319362,-0.530583,0.593550,3.787816,20.316309,1889.727455,-6.453596,6.642359,7.249018,11.760871,-0.900450,1.903015,11.766085,4.894407,321.355186
4.740417,-4.038875,3.327845,10.303725,11.556548,-0.398552,0.492912,3.789496,20.314914,1889.731782,-6.053648,6.963554,3.633803,9.916767,-1.773787,3.444435,11.768599,4.891545,321.356732
4.740833,-3.837963,3.207572,12.362744,13.336263,-0.287399,0.379918,3.791079,20.313578,1889.736999,-5.533332,6.722372,0.484693,8.720263,-12.532575,24.491747,11.770899,4.888749,321.356814
4.741250,-3.396124,3.086408,15.364614,16.035303,-0.200400,0.331192,3.792488,20.312314,1889.743335,-4.932876,6.400754,-4.390909,9.196902,0.000000,0.000000,11.772966,4.886069,321.355214
4.741667,-2.874060,2.643581,17.416282,17.848687,-0.184023,0.252269,3.793636,20.311185,1889.750602,-4.492953,6.280036,-5.965141,9.757478,0.000000,0.000000,11.774824,4.883477,321.352608
4.742083,-1.628513,2.603151,19.626072,19.864822,-0.119303,0.223850,3.794367,20.310123,1889.758758,-3.852835,5.797629,-9.267008,11.590267,0.000000,0.000000,11.776438,4.881081,321.348889
4.742500,-1.146656,2.240804,21.524518,21.671200,-0.103755,0.174160,3.794837,20.309197,1889.767562,-3.332645,5.034140,-10.522705,12.131628,0.000000,0.000000,11.777807,4.878989,321.344406
4.742917,-0.544176,1.757548,21.050642,21.130893,-0.087116,0.192346,3.795024,20.308440,1889.776454,-2.532310,4.190341,-13.197410,14.076334,0.000000,0.000000,11.778881,4.877223,321.339192
4.743333,0.620765,1.636766,22.315129,22.383685,-0.061109,0.166809,3.794799,20.307752,1889.785664,-2.012246,3.627455,-11.773149,12.482572,0.000000,0.000000,11.779700,4.875729,321.334221
4.743750,1.303787,1.596590,22.319050,22.414034,-0.050788,0.147036,3.794248,20.307109,1889.794920,-1.212036,2.824108,-11.296972,11.707527,0.000000,0.000000,11.780222,4.874558,321.329448
4.744167,2.107178,1.234243,21.686561,21.823622,-0.029697,0.111363,3.793381,20.306578,1889.804000,-0.652122,1.940027,-11.765785,11.942473,0.000000,0.000000,11.780508,4.873758,321.324644
4.744583,2.750055,1.113716,21.687050,21.889068,-0.022065,0.111625,3.792254,20.306100,1889.813014,-0.291899,0.935524,-10.818956,10.863251,0.000000,0.000000,11.780582,4.873348,321.320071
4.745000,3.111670,1.193812,21.372766,21.631061,-0.010850,0.102698,3.790986,20.305603,1889.821744,0.748292,0.212275,-10.808050,10.836002,0.000000,0.000000,11.780348,4.873276,321.315775
4.745417,3.071462,1.273655,18.530978,18.826928,0.009108,0.076422,3.789661,20.305092,1889.829728,0.668277,-0.751904,-7.812651,7.877148,0.000000,0.000000,11.780031,4.873573,321.312378
4.745833,3.674069,1.072776,19.478731,19.851211,0.017274,0.067540,3.788161,20.304648,1889.837592,1.148554,-1.475070,-6.859655,7.109843,0.000000,0.000000,11.779546,4.874196,321.309749
4.746250,3.834899,0.831084,16.795064,17.247357,0.045220,0.055983,3.786580,20.304262,1889.844810,1.708594,-2.318742,-2.605629,3.883962,0.000000,0.000000,11.778843,4.875137,321.308532
4.746667,3.754294,1.152491,17.269430,17.710341,0.049989,0.043863,3.784993,20.303804,1889.851731,2.148958,-2.800979,-0.236344,3.538271,0.000000,0.000000,11.777945,4.876268,321.308423
4.747083,3.995603,1.152491,13.797114,14.410185,0.080906,0.030823,3.783337,20.303341,1889.857644,2.628983,-2.760782,1.975270,4.293618,1.003502,-1.926381,11.776863,4.877438,321.309070
4.747500,4.115908,0.911054,12.693689,13.375368,0.121413,0.021344,3.781633,20.302942,1889.862911,2.909317,-3.001794,1.658062,4.497118,1.545278,-2.487076,11.775648,4.878694,321.310003
4.747917,4.076081,0.951102,11.270100,12.022237,0.163423,0.009078,3.779946,20.302551,1889.867586,3.229187,-3.323286,4.817607,6.684401,0.596439,-1.105250,11.774308,4.880029,321.311922
4.748333,3.875043,0.911181,9.537126,10.334553,0.218467,0.097791,3.778326,20.302191,1889.871449,3.469357,-2.921443,6.711177,8.100072,0.504947,-0.928286,11.772863,4.881296,321.314740
4.748750,3.754484,0.588883,6.220971,7.289953,0.320067,0.019419,3.776770,20.301906,1889.874228,3.709590,-3.242892,8.920166,10.190523,0.393257,-0.758555,11.771328,4.882589,321.318260
4.749167,3.513175,0.830575,5.590933,6.655132,0.358361,0.039126,3.775289,20.301613,1889.876360,3.789668,-2.720669,8.289638,9.512188,0.494422,-0.886013,11.769749,4.883764,321.321834
4.749583,3.513238,0.307397,2.117146,4.113349,0.821076,0.116498,3.773856,20.301460,1889.877571,3.869682,-2.800894,9.395016,10.539724,0.460464,-0.845909,11.768142,4.884906,321.325618
4.750000,3.071272,0.146948,3.379672,4.569080,0.521121,0.108147,3.772551,20.301374,1889.878804,3.869682,-2.519642,8.610093,9.770196,0.529394,-0.995011,11.766522,4.885939,321.329270
4.750417,2.990793,0.347955,2.120086,3.682483,0.801524,0.063295,3.771313,20.301257,1889.879545,3.989610,-1.997335,8.760709,9.831396,0.576310,-0.962000,11.764851,4.886802,321.333031
4.750833,2.789946,0.146948,-1.199008,3.040232,0.000000,0.000000,3.770137,20.301209,1889.879298,4.229654,-1.917110,10.496624,11.477996,0.508156,-0.871676,11.763125,4.887587,321.337196
4.751250,2.789946,-0.254938,-0.881295,2.936915,0.000000,0.000000,3.769008,20.301277,1889.878864,3.949382,-1.636027,9.233901,10.175418,0.629524,-1.027999,11.761437,4.888263,321.340977
4.751667,2.307835,-0.093852,-1.512804,2.761066,0.000000,0.000000,3.768024,20.301327,1889.878201,4.269315,-1.274338,7.020809,8.315212,0.920126,-1.354137,11.759670,4.888847,321.344034
4.752083,2.147322,-0.093470,-2.618189,3.387424,0.000000,0.000000,3.767115,20.301374,1889.877077,4.429093,-1.676308,6.700318,8.204946,0.992654,-1.366229,11.757835,4.889523,321.346957
4.752500,2.187276,-0.214762,-4.195489,4.736288,0.000000,0.000000,3.766235,20.301447,1889.875461,4.429030,-1.756703,8.269150,9.543645,0.852390,-1.079873,11.755968,4.890236,321.350151
4.752917,1.785834,-0.093597,-3.878756,4.271148,0.000000,0.000000,3.765502,20.301472,1889.873910,4.749089,-1.555802,6.218617,7.977817,1.157388,-1.410813,11.753975,4.890912,321.352829
4.753333,1.223435,0.228701,-2.615738,2.896754,0.000000,0.000000,3.764956,20.301396,1889.872689,5.269279,-1.756872,5.419673,7.760461,1.451509,-1.545135,11.751791,4.891658,321.355055
4.753750,1.183418,0.268877,-3.248227,3.467529,0.000000,0.000000,3.764482,20.301276,1889.871478,5.628998,-2.158630,4.155005,7.321842,1.984592,-2.009880,11.749462,4.892532,321.357016
4.754167,0.862011,0.429708,-1.825617,2.064120,0.000000,0.000000,3.764106,20.301094,1889.870739,5.749241,-2.198870,6.191397,8.730532,1.410811,-1.215262,11.747047,4.893398,321.359421
4.754583,0.781850,0.630714,-0.089214,1.008488,0.000000,0.000000,3.763794,20.300826,1889.870472,6.149062,-1.515901,5.714109,8.529945,1.519204,-1.216846,11.744479,4.894119,321.361878
4.755000,0.500714,0.912581,-1.667986,1.966137,0.000000,0.000000,3.763583,20.300451,1889.870073,6.629339,-2.118561,6.331626,9.408822,1.450638,-0.953978,11.741700,4.894951,321.364440
4.755417,0.259659,1.113716,1.016171,1.529833,-1.485346,2.330877,3.763478,20.299995,1889.870441,7.349408,-1.998012,5.851239,9.604314,1.625546,-0.948469,11.738671,4.895803,321.366976
4.755833,-0.021477,1.194067,2.909226,3.144814,-0.468246,0.850591,3.763470,20.299489,1889.871599,7.589452,-2.158588,6.789889,10.409701,1.369707,-0.670145,11.735490,4.896681,321.369784
4.756250,-0.061812,1.395201,4.015592,4.251515,-0.429495,0.572587,3.763501,20.298933,1889.873294,8.109642,-1.997673,7.421766,11.173164,1.249134,-0.614617,11.732133,4.897524,321.372942
4.756667,-0.182054,1.234116,5.438692,5.579924,-0.261127,0.454641,3.763583,20.298397,1889.875659,8.309710,-1.997673,8.996821,12.409060,1.007096,-0.470527,11.728673,4.898345,321.376592
4.757083,-0.382838,1.395329,8.277050,8.402563,-0.138226,0.244233,3.763714,20.297838,1889.878965,8.469865,-1.836716,9.150113,12.603043,0.956520,-0.349414,11.725141,4.899111,321.380525
4.757500,-0.182244,1.234243,9.067170,9.152603,-0.167604,0.278826,3.763799,20.297290,1889.882666,8.669808,-1.675928,11.037343,14.134965,0.773929,-0.230737,11.721548,4.899789,321.385048
4.757917,-0.101829,1.556159,8.749946,8.887832,-0.143822,0.261682,3.763833,20.296669,1889.886279,8.589730,-1.233803,11.826661,14.668866,0.663858,-0.166126,11.717983,4.900315,321.389844
4.758333,0.098892,1.475553,7.957375,8.093630,-0.113583,0.239546,3.763797,20.296066,1889.889715,8.309773,-0.952381,10.722618,13.599040,0.711812,-0.128178,11.714526,4.900709,321.394454
4.758750,0.219261,1.234116,8.905128,8.992910,-0.124616,0.302390,3.763692,20.295518,1889.893459,7.949676,-0.630763,11.671859,14.136035,0.564767,-0.053251,11.711247,4.900955,321.399230
4.759167,0.540604,1.475808,10.324307,10.443255,-0.054449,0.189887,3.763461,20.294945,1889.897629,7.109301,-0.068131,11.366222,13.406633,0.542937,-0.096195,11.708252,4.900983,321.404087
4.759583,0.942109,1.113461,9.846021,9.953466,-0.069352,0.240336,3.763074,20.294453,1889.901655,6.749267,0.494542,12.793736,14.473315,0.413921,-0.092268,11.705490,4.900799,321.409275
4.760000,1.263516,1.153382,8.268719,8.443842,-0.052476,0.232386,3.762559,20.293981,1889.905374,5.668974,0.735724,12.170378,13.446065,0.352744,-0.061834,11.703116,4.900487,321.414412
4.760417,1.424220,1.073158,10.632711,10.781216,-0.013527,0.175842,3.761971,20.293556,1889.909651,4.748459,1.057427,12.495758,13.409324,0.283776,-0.079353,11.701149,4.900044,321.419596
4.760833,1.504508,0.670635,10.791323,10.916316,-0.022918,0.159860,3.761333,20.293246,1889.914125,3.667915,1.419074,12.505393,13.109242,0.192730,-0.054513,11.699601,4.899450,321.424741
4.761250,1.745246,0.710938,10.629280,10.795041,0.003594,0.198417,3.760628,20.292958,1889.918466,2.867642,1.821001,11.564645,12.053233,0.166234,-0.051210,11.698431,4.898736,321.429746
4.761667,1.665465,0.630587,9.206671,9.377324,-0.020547,0.163575,3.759926,20.292692,1889.922346,1.707524,1.579946,13.315748,13.517433,0.066749,-0.097678,11.697731,4.898058,321.435053
4.762083,1.705482,0.590411,8.413120,8.604524,-0.058156,0.133368,3.759226,20.292458,1889.925950,0.386873,1.620355,11.585514,11.704673,0.017067,-0.069475,11.697562,4.897399,321.439957
4.762500,1.584923,0.389277,9.042668,9.188763,-0.038794,0.174087,3.758560,20.292259,1889.929532,-0.813473,1.419624,10.966697,11.088080,-0.048636,-0.112630,11.697867,4.896797,321.444571
4.762917,1.544652,0.711320,6.990020,7.193908,-0.064050,0.151704,3.757922,20.291991,1889.932708,-1.533543,1.379342,10.976622,11.168732,-0.123501,-0.132439,11.698537,4.896247,321.449122
4.763333,1.424220,0.630714,8.727404,8.865313,-0.084824,0.179055,3.757340,20.291714,1889.936059,-2.693976,0.977752,10.666702,11.045000,-0.201907,-0.113518,11.699659,4.895834,321.453479
4.763750,1.142893,0.751624,6.356551,6.502068,-0.119352,0.218784,3.756858,20.291401,1889.938883,-3.854220,0.656388,9.095583,9.900277,-0.273793,-0.131215,11.701240,4.895563,321.457313
4.764167,0.942236,0.872788,6.512713,6.638148,-0.119923,0.153193,3.756479,20.291040,1889.941575,-4.654304,0.294869,8.159192,9.397974,-0.429602,-0.143707,11.703160,4.895446,321.460647
4.764583,0.540477,0.952885,6.355081,6.448811,-0.197873,0.165235,3.756271,20.290646,1889.944157,-5.174367,-0.147045,6.277821,8.136752,-0.638098,-0.270519,11.705319,4.895524,321.463338
4.765000,-0.102337,0.993188,5.249206,5.343319,-0.264743,0.168147,3.756274,20.290232,1889.946454,-5.734344,-0.830013,5.488807,7.981142,-0.826579,-0.192005,11.707711,4.895811,321.465516
4.765417,-0.182688,1.033237,5.722103,5.817509,-0.340659,0.183112,3.756367,20.289798,1889.948893,-6.334675,-0.669394,3.128487,7.096734,-1.640128,-0.285248,11.710336,4.896129,321.466809
4.765833,-0.503905,1.114098,6.987080,7.093266,-0.257584,0.117676,3.756555,20.289326,1889.951585,-6.734496,-1.070899,0.615259,6.846810,-8.839305,-2.484714,11.713123,4.896573,321.467032
4.766250,-0.504096,1.315104,5.091084,5.282305,-0.431718,0.224771,3.756793,20.288792,1889.953860,-6.854487,-1.432503,-2.377386,7.395135,0.000000,0.000000,11.715971,4.897159,321.465987
4.766667,-0.905600,1.315359,5.407328,5.638216,-0.427209,0.293438,3.757167,20.288230,1889.956156,-6.854424,-1.633531,-6.151039,9.353439,0.000000,0.000000,11.718843,4.897820,321.463577
4.767083,-1.267215,1.516238,6.354591,6.654745,-0.371067,0.317644,3.757690,20.287640,1889.958760,-7.094531,-1.553094,-7.731178,10.607337,0.000000,0.000000,11.721772,4.898447,321.460181
4.767500,-1.548287,1.113970,6.669856,6.937226,-0.420911,0.289377,3.758310,20.287142,1889.961485,-6.934376,-1.191702,-11.826944,13.761625,0.000000,0.000000,11.724661,4.898980,321.455405
4.767917,-1.468126,1.194577,6.195489,6.478155,-0.469957,0.409006,3.758944,20.286642,1889.964055,-6.774346,-1.352490,-13.725773,15.366126,0.000000,0.000000,11.727470,4.899532,321.449545
4.768333,-1.709055,1.314722,5.562511,5.965810,-0.509299,0.494130,3.759631,20.286100,1889.966340,-6.414249,-1.352575,-17.661272,18.838593,0.000000,0.000000,11.730145,4.900062,321.442328
4.768750,-1.588432,1.355025,4.457615,4.922351,-0.748591,0.703200,3.760304,20.285527,1889.968121,-6.094127,-0.870507,-19.559776,20.505633,0.000000,0.000000,11.732682,4.900459,321.433992
4.769167,-1.628830,1.516493,2.248316,3.163505,-1.306347,1.439158,3.760980,20.284889,1889.969266,-5.734030,-0.870676,-24.137385,24.824394,0.000000,0.000000,11.735071,4.900774,321.423956
4.769583,-1.629020,1.757676,3.037946,3.869399,-0.956000,1.188255,3.761667,20.284154,1889.970367,-5.373744,-0.187919,-28.400045,28.904584,0.000000,0.000000,11.737296,4.900894,321.412309
4.770000,-1.749579,2.039288,1.457704,3.056898,-2.033339,2.239027,3.762382,20.283338,1889.971040,-4.813389,-0.107736,-29.985529,30.369594,0.000000,0.000000,11.739340,4.900931,321.399684
4.770417,-1.669291,1.838027,0.829627,2.617854,-3.577857,4.079931,3.763080,20.282544,1889.971364,-4.813452,0.092953,-33.456123,33.800741,0.000000,0.000000,11.741293,4.900900,321.385842
4.770833,-1.629020,2.039033,-0.118616,2.612553,0.000000,0.000000,3.763748,20.281717,1889.971468,-4.053281,0.173135,-35.511088,35.742082,0.000000,0.000000,11.743013,4.900831,321.371090
4.771250,-1.428236,1.918379,1.144891,2.651568,-2.603405,2.759750,3.764360,20.280890,1889.971748,-3.733097,0.213078,-36.937772,37.126546,0.000000,0.000000,11.744562,4.900748,321.355622
4.771667,-1.468634,2.199737,-0.433391,2.680216,0.000000,0.000000,3.764944,20.280004,1889.971578,-3.332834,0.172797,-39.471166,39.612001,0.000000,0.000000,11.745946,4.900645,321.339395
4.772083,-1.106956,2.038907,-1.856980,2.971677,0.000000,0.000000,3.765436,20.279154,1889.970870,-2.852620,0.574301,-38.849432,38.958255,0.000000,0.000000,11.747120,4.900439,321.323207
4.772500,-1.187498,1.877566,-2.329387,3.218920,0.000000,0.000000,3.765897,20.278397,1889.969856,-2.172590,0.493738,-38.229148,38.294016,0.000000,0.000000,11.748023,4.900228,321.307290
4.772917,-0.785739,1.354516,-3.433792,3.773993,0.000000,0.000000,3.766230,20.277782,1889.968491,-1.452143,0.493569,-37.448462,37.479856,0.000000,0.000000,11.748628,4.900017,321.291664
4.773333,-0.464142,1.555650,-3.589953,3.939954,0.000000,0.000000,3.766435,20.277162,1889.966984,-0.731822,0.573794,-36.985640,36.997329,0.000000,0.000000,11.748938,4.899794,321.276341
4.773750,-0.303502,1.354389,-3.908158,4.147310,0.000000,0.000000,3.766564,20.276620,1889.965235,-0.091768,0.413006,-35.254549,35.257088,0.000000,0.000000,11.748985,4.899597,321.261597
4.774167,-0.182879,0.831466,-5.958846,6.019354,0.000000,0.000000,3.766632,20.276263,1889.962708,0.428548,0.613779,-34.318688,34.326851,0.000000,0.000000,11.748784,4.899336,321.247429
4.774583,0.058367,0.468992,-8.641532,8.654446,0.000000,0.000000,3.766610,20.276025,1889.959294,1.268670,0.894862,-31.490221,31.528468,0.000000,0.000000,11.748242,4.898983,321.234111
4.775000,0.259151,0.710047,-8.642022,8.675014,0.000000,0.000000,3.766494,20.275774,1889.955726,2.309365,0.894820,-31.490535,31.587777,0.000000,0.000000,11.747310,4.898604,321.221231
4.775417,0.580748,0.307652,-8.168145,8.194542,0.000000,0.000000,3.766260,20.275632,1889.952257,2.909254,0.975129,-28.022235,28.189720,0.000000,0.000000,11.746117,4.898178,321.209347
4.775833,0.781469,0.106772,-8.643982,8.679892,0.000000,0.000000,3.765932,20.275579,1889.948578,3.229502,1.336607,-27.552552,27.773356,0.000000,0.000000,11.744744,4.897644,321.198020
4.776250,1.022524,0.025784,-10.225204,10.276236,0.000000,0.000000,3.765483,20.275577,1889.944351,3.949823,1.376803,-24.879429,25.228609,0.000000,0.000000,11.743123,4.897048,321.187567
4.776667,1.584860,-0.175350,-11.328138,11.439810,0.000000,0.000000,3.764884,20.275644,1889.939488,4.310172,1.738280,-23.457762,23.913716,0.000000,0.000000,11.741316,4.896343,321.177847
4.777083,1.263580,-0.295113,-14.490582,14.548563,0.000000,0.000000,3.764291,20.275764,1889.933527,4.830362,1.818589,-21.252659,21.870418,0.000000,0.000000,11.739328,4.895588,321.169003
4.777500,1.906267,-0.375975,-16.543229,16.656940,0.000000,0.000000,3.763527,20.275943,1889.926766,4.990266,1.858829,-18.885019,19.621467,0.000000,0.000000,11.737244,4.894816,321.161145
4.777917,2.107368,-0.778370,-16.702331,16.852736,0.000000,0.000000,3.762660,20.276254,1889.919697,5.230309,1.858829,-16.362691,17.278572,0.000000,0.000000,11.735064,4.894039,321.154261
4.778333,2.147385,-0.979758,-18.439225,18.589680,0.000000,0.000000,3.761763,20.276653,1889.911981,5.470479,1.898942,-14.788770,15.882061,0.000000,0.000000,11.732810,4.893264,321.148012
4.778750,2.227864,-1.059983,-20.652936,20.799777,0.000000,0.000000,3.760829,20.277098,1889.903376,5.350237,1.698295,-14.470726,15.521313,0.000000,0.000000,11.730572,4.892515,321.142146
4.779167,2.388567,-1.180765,-22.862236,23.016979,0.000000,0.000000,3.759856,20.277576,1889.893915,5.350237,2.099884,-11.793536,13.119529,0.000000,0.000000,11.728343,4.891710,321.136905
4.779583,2.227864,-1.100795,-24.127213,24.254846,0.000000,0.000000,3.758928,20.278054,1889.883829,5.350363,1.497183,-13.834441,14.908377,0.000000,0.000000,11.726133,4.891039,321.131523
4.780000,2.066970,-1.301292,-25.866067,25.981130,0.000000,0.000000,3.758047,20.278571,1889.873063,5.070091,1.577704,-10.367134,11.647852,0.000000,0.000000,11.724015,4.890420,321.127006
4.780417,2.187530,-1.140079,-27.446308,27.556939,0.000000,0.000000,3.757147,20.279074,1889.861627,4.869772,1.095551,-9.735921,10.940889,0.000000,0.000000,11.722014,4.889927,321.122895
4.780833,2.147258,-1.381517,-29.027040,29.139121,0.000000,0.000000,3.756286,20.279619,1889.849554,4.269693,1.135790,-9.897629,10.838974,0.000000,0.000000,11.720196,4.889465,321.118651
4.781250,1.625131,-1.180383,-30.291527,30.358046,0.000000,0.000000,3.755558,20.280142,1889.836999,4.229465,1.015326,-11.777992,12.555491,0.000000,0.000000,11.718472,4.889067,321.113984
4.781667,1.825788,-1.421820,-30.607282,30.694638,0.000000,0.000000,3.754837,20.280709,1889.824147,3.629386,0.533258,-10.200824,10.840370,0.000000,0.000000,11.716949,4.888826,321.109569
4.782083,1.464491,-1.300656,-32.342705,32.401959,0.000000,0.000000,3.754207,20.281256,1889.810736,3.189086,0.332442,-10.988356,11.446604,0.000000,0.000000,11.715618,4.888693,321.104958
4.782500,1.383949,-1.260607,-33.134786,33.187626,0.000000,0.000000,3.753627,20.281784,1889.797073,2.789012,0.051359,-12.249573,12.563171,0.000000,0.000000,11.714447,4.888663,321.099865
4.782917,1.344058,-1.260353,-31.874709,31.927920,0.000000,0.000000,3.753073,20.282307,1889.783759,2.508804,-0.109386,-13.349432,13.583571,0.000000,0.000000,11.713413,4.888706,321.094281
